-1.688720709374439854e+00 -1.841844796781472393e+00
6.766830704147472897e-01 -1.500482635727936387e+00
-1.706543409242950782e+00 -2.079102021000297285e+00
-2.454461931269291242e+00 -6.926321658272500681e-01
-7.862565669452282746e-01 -8.253164657701039797e-01
-1.235553308810391160e+00 -3.242344832882724237e+00
-1.207860755892423033e+00 -1.459505673699426520e+00
-7.864142821606523448e-02 -1.910495480776005506e-01
3.726456380512388478e-02 -1.940709776002278897e+00
-1.399410583386179852e+00 -1.828054454968696119e-01
8.650368589965875543e-01 -1.402622556647887375e+00
-3.392133702562291075e-01 -8.175255546138916474e-01
-1.408457900649904060e+00 -2.750382581673025850e+00
-2.049158670670855997e+00 9.016431407549487798e-01
-2.289691581808375620e+00 -2.640049907171724719e+00
-8.594201397161069789e-01 1.390527489960846630e-01
-2.875101940979885029e-02 2.678704031210616954e-01
-2.389706286614886377e+00 -1.239684293404412108e+00
5.490467227583479826e-01 -1.027367393332944356e+00
-1.974785710962927432e+00 -1.783986708485968853e+00
-1.992241146919670580e+00 -2.884414562041360153e+00
-2.837869838808530609e+00 -3.168107105890795694e+00
-1.915618192417068322e+00 4.996106521353687047e-01
-1.105195143384909651e+00 -1.868479905301464239e+00
-1.993283598292318493e+00 -8.844043813386177622e-01
1.962986345703522595e+00 3.130252963566531488e+00
5.580475273470200115e-01 8.818482851262022804e-01
2.837089487474760974e-01 -6.787881805492197440e-01
-4.167969950073551200e-01 1.298711619642923143e+00
-8.922117070432578068e-02 2.388193178867962896e+00
4.750241734271475336e-01 1.012064781790694923e+00
1.383742689468320242e-01 7.989353722918784984e-01
1.508194359796592110e+00 7.321921347381530332e-01
1.663664417902452008e+00 9.548732354244089393e-01
5.288509310050486523e-01 1.043569333371709762e+00
2.161043701189838906e+00 6.962580182533608664e-01
1.272598320956475293e+00 3.756427400702990305e+00
1.523996414885858464e+00 6.733508684893078078e-01
2.722502134214676239e+00 1.097354072241538470e+00
5.214729047475945567e-01 1.014208178006775540e+00
3.735243048742384886e-01 3.064301362096230053e-01
2.659934036870856833e-01 1.919005905391335531e+00
1.410409924777064727e+00 7.571565025262365634e-01
1.508879705659386783e+00 2.530365041865352715e+00
2.619923963683008061e+00 2.991403256706733238e+00
1.328316773511053261e+00 -5.399852336430519539e-01
3.298066289525287242e+00 1.170989723517638748e+00
8.011201283134833373e-01 1.936150475747170363e-01
2.569597011920027096e+00 1.341117448167704840e+00
-1.754139414302624544e-01 -1.794007006863105325e-01
