-1.664099999999999913e+00 -1.367799999999999905e+00 1.997000000000000108e+00 5.228300000000000169e-01
2.796100000000000030e+00 2.120999999999999996e+00 1.838500000000000023e+00 3.831700000000000106e-01
-3.112800000000000011e+00 -6.841000000000000192e+00 1.074019999999999975e+01 -1.017200000000000104e+00
3.912100000000000133e+00 2.973500000000000032e+00 9.285200000000000120e-01 6.055800000000000072e-01
7.452100000000000390e-01 3.635699999999999932e+00 -4.404399999999999871e+00 -4.141399999999999970e+00
-7.579299999999999926e-01 2.534899999999999931e+00 -3.046400000000000219e+00 -1.262899999999999912e+00
-7.869000000000000439e-01 9.566300000000000026e+00 -3.786700000000000177e+00 -7.503400000000000070e+00
3.586199999999999832e+00 -3.095699999999999896e+00 2.809299999999999908e+00 2.448099999999999998e-01
2.733099999999999974e-01 4.877299999999999969e+00 -4.919400000000000439e+00 -5.819799999999999862e+00
3.291999999999999926e-01 -4.455199999999999605e+00 4.571799999999999642e+00 -9.888000000000000123e-01
2.031000000000000139e+00 1.852000000000000091e+00 -3.012100000000000222e+00 3.003000000000000027e-03
3.946000000000000174e+00 6.851399999999999935e+00 -1.544300000000000006e+00 -5.582000000000000295e-01
1.104999999999999982e+00 7.443200000000000038e+00 4.109900000000000220e-01 -3.033199999999999896e+00
-3.608499999999999819e+00 3.325299999999999923e+00 -5.195400000000000018e-01 -3.573700000000000099e+00
6.619099999999999984e-01 9.659399999999999764e+00 -2.881900000000000017e-01 -1.663799999999999946e+00
3.258500000000000174e+00 -4.461400000000000254e+00 3.802400000000000002e+00 -1.508700000000000041e-01
-2.188799999999999912e-01 -2.203800000000000203e+00 -9.539999999999999869e-02 5.642099999999999893e-01
-4.140900000000000247e+00 3.461899999999999977e+00 -4.784100000000000019e-01 -3.887900000000000134e+00
1.143000000000000016e+00 8.339100000000000401e-01 5.455199999999999605e+00 -5.698400000000000132e-01
-3.889400000000000190e+00 -7.832200000000000273e+00 9.820800000000000196e+00 4.749800000000000133e-01
-3.360399999999999832e+00 -3.269599999999999729e-01 2.132400000000000073e+00 6.017000000000000126e-01
4.247799999999999798e+00 7.695599999999999774e+00 -2.769600000000000062e+00 -1.076699999999999990e+00
5.173099999999999810e+00 3.960599999999999898e+00 -1.983000000000000096e+00 4.077399999999999913e-01
4.289900000000000269e+00 9.181400000000000006e+00 -4.606700000000000017e+00 -4.326299999999999812e+00
-2.028500000000000192e+00 3.846799999999999997e+00 -6.343499999999999694e-01 -1.175000000000000044e+00
2.805000000000000160e+00 5.773200000000000554e-01 1.342400000000000038e+00 1.213300000000000045e+00
9.040700000000000403e-01 3.370800000000000018e+00 -4.498700000000000365e+00 -3.696499999999999897e+00
-2.324199999999999822e+00 1.151759999999999984e+01 1.823099999999999943e+00 -5.375000000000000000e+00
3.291999999999999926e-01 -4.455199999999999605e+00 4.571799999999999642e+00 -9.888000000000000123e-01
-1.917699999999999960e+00 1.168939999999999912e+01 2.545399999999999885e+00 -3.276299999999999990e+00
3.032900000000000151e+00 2.294799999999999951e+00 2.113500000000000156e+00 3.508399999999999852e-01
-1.600100000000000078e+00 -9.582800000000000651e+00 9.404400000000000759e+00 8.188199999999999645e-02
-1.410600000000000076e+00 -7.107999999999999652e+00 5.645400000000000418e+00 3.133500000000000174e-01
-7.206799999999999873e-01 -6.758300000000000196e+00 5.840799999999999770e+00 6.236899999999999666e-01
-1.399499999999999966e+00 -1.916199999999999903e+00 2.515400000000000080e+00 5.991199999999999859e-01
4.412499999999999756e-01 2.948700000000000099e+00 4.322499999999999787e+00 7.155000000000000249e-01
2.439099999999999824e+00 6.441699999999999982e+00 -8.074299999999999811e-01 -6.913899999999999491e-01
2.954299999999999926e+00 1.076000000000000068e+00 6.457699999999999552e-01 8.939399999999999569e-01
-3.379300000000000193e+00 -1.377309999999999945e+01 1.792739999999999867e+01 -2.032300000000000217e+00
-2.261699999999999822e+00 -4.742799999999999905e+00 6.348900000000000432e+00 1.116199999999999970e-01
-2.982099999999999973e+00 4.198599999999999888e+00 -5.897999999999999909e-01 -3.964199999999999946e+00
-2.180200000000000138e+00 3.379100000000000215e+00 -1.225600000000000023e+00 -2.662100000000000133e+00
-2.714300000000000157e+00 1.145350000000000001e+01 2.109199999999999964e+00 -3.962899999999999867e+00
2.594299999999999939e-01 5.009699999999999598e+00 -5.039399999999999658e+00 -6.386199999999999655e+00
3.598199999999999843e+00 7.130700000000000038e+00 -1.303500000000000103e+00 2.124800000000000022e-01
4.258600000000000385e+00 1.129620000000000068e+01 -4.094299999999999606e+00 -4.345699999999999896e+00
3.943299999999999805e+00 2.501700000000000035e+00 1.521500000000000075e+00 9.030000000000000249e-01
3.229400000000000048e+00 7.739099999999999646e+00 -3.781599999999999961e-01 -2.540500000000000203e+00
2.668200000000000127e+00 1.021599999999999930e+01 -3.441399999999999793e+00 -4.006899999999999906e+00
-1.388500000000000068e+00 1.250259999999999927e+01 6.911800000000000166e-01 -7.548700000000000188e+00
2.013900000000000023e+00 6.141600000000000392e+00 3.792900000000000160e-01 5.693799999999999972e-01
3.666700000000000070e+00 4.301999999999999602e+00 5.592300000000000049e-01 3.379099999999999882e-01
3.773099999999999898e+00 7.207300000000000040e+00 -1.681400000000000006e+00 -9.474200000000000399e-01
4.061400000000000010e-01 1.349199999999999955e+00 -1.450099999999999945e+00 -5.594900000000000428e-01
-2.089100000000000179e+00 -4.842199999999999838e-01 1.703999999999999959e+00 1.743500000000000050e+00
2.400799999999999823e+00 9.359299999999999287e+00 -3.356500000000000039e+00 -3.352599999999999802e+00
8.887199999999999545e-01 5.344899999999999984e+00 2.044999999999999929e+00 -1.935499999999999998e-01
-4.377299999999999969e+00 -5.516700000000000159e+00 1.093900000000000006e+01 -4.082000000000000073e-01
