-6.882231399867522192e-02 -9.379541901644661284e-01
2.614024846652325262e-01 -2.377772557260882103e-02
2.684222412712973238e-01 -4.687739622475642909e-01
-1.902846743534382767e+00 -1.886829148597363837e+00
-4.878782344225954803e-01 -1.971265446243382957e+00
6.018231682963470774e-01 -5.335475249263315067e-01
-1.285097254929586486e+00 2.792001646320774189e-01
6.198981998000161475e-01 1.293537845587132473e+00
-1.666049273093784810e+00 -3.661886919076728919e-02
-2.285965286666474583e+00 -1.263764743920966716e+00
-3.149839695880972457e+00 2.570360030423282094e-01
-1.994685889147576496e+00 -6.859192851893252119e-01
-1.982544580007435275e+00 -6.036155060532428784e-01
-7.771216169827594999e-01 -5.485153570122047739e-01
4.484858472624060344e-01 -2.017681465836100418e+00
-8.389371945182440005e-01 -1.732780368698866980e+00
-1.816670104666159080e+00 -1.144269756109880909e+00
-5.508684208907277391e-01 6.299656730449452180e-01
-1.945588901668922066e+00 -1.384875563194939652e+00
-1.782640114861351766e+00 -1.045191839331669481e-01
-1.369057172760963281e+00 -1.976934019436367596e+00
-8.391740766900518400e-01 -7.878116382687773145e-01
-1.549459545503064417e+00 3.054461164703559106e-02
3.467030725844855166e-01 -8.903736685784646721e-02
-2.969729769174400680e+00 -1.757214819128392058e+00
-1.966016247535455896e-01 4.476478875515189637e-01
-1.949507923617534999e-01 -1.221909728504155801e-02
-2.631885884118518870e-01 2.089128675180022654e+00
8.701304857173396412e-01 2.361999231811331867e+00
2.950898531942832914e+00 1.112901651900308764e+00
1.870754221249287585e+00 5.004934610211018153e-01
2.925625708560597449e-01 8.967543157771604712e-01
1.781971889387547803e+00 8.030775456241602273e-01
2.273063452134089779e+00 1.124305846280849286e+00
-2.824770134336507255e-01 1.614895291230280527e+00
-6.356723243255555378e-01 7.195001195544594719e-01
5.669086648264010098e-01 6.733111992005806901e-01
-4.392765074914517509e-01 1.113430567861238174e+00
1.415686389459540617e+00 3.370389847646466208e+00
1.718606761290243368e+00 -6.592017014045925549e-01
-4.837663563182752480e-01 6.303747628808537007e-01
-5.958807852383825043e-01 1.335828128832626582e+00
6.616224847465307368e-01 2.116893784715045967e-02
8.961605332127531298e-01 7.092431901014075724e-01
7.152586596831855825e-01 3.050575137452787855e-01
2.273062259541900776e+00 5.361412004876848769e-01
4.014303896289544982e-01 9.236590369064953121e-01
7.279594378619764772e-01 2.191988859571402326e+00
9.876462618465153831e-02 1.230452052465799584e+00
1.019353525122506099e+00 2.590401567986879705e-01
4.244464022836257122e+00 7.790775156408485280e+00
5.670438240831480847e+00 9.662474996056308996e+00
3.423575785443596864e+00 1.083437379158711167e+01
6.300005283722885707e+00 9.543897838258033062e+00
5.326826629026999882e+00 9.838540277274745449e+00
4.087935372527371491e+00 1.107643905982175880e+01
5.473773916942720419e+00 9.810272641684072426e+00
3.859557664411161326e+00 9.411355377109407172e+00
5.535771893456467474e+00 1.060368668632564848e+01
4.501945807548614731e+00 1.028995455720066943e+01
